num,pairs,text
1345,"('llevaron', '')","De entrada se llevaron a las candidatas a protagonizar un bonito anuncio de biquinis en las Islas Maldivas, donde la temperatura no es la de Londres y, de paso, las chicas ligaban bronceado."
1348,"('Michaela', 'preguntaba')","¿""Cómo podrán conocer nuestra personalidad y nuestra capacidad en tan poco tiempo?"", se preguntaba Michaela Salacova, 18 años y Miss República Checa."
1356,"('teme', '')","Se teme que estos hechos, ocurridos el pasado domingo, arrastren la situación a una nueva y peligrosa escalada de violencia que se inició anoche con tres explosiones en la ciudad mediterránea israelí de Netanya, causando heridas a una cuarentena de personas."
1361,"('trató', '')","Según la policía, se trató de unos 10 kilos de explosivos que también causaron daños materiales en tiendas y vehículos."
1369,"('incidente', 'produjo')","También en Tulkarem, se produjo en la madrugada de ayer un incidente armado con tropas israelís en el que murieron dos miembros de las fuerzas de seguridad palestinas en situación confusa."
1371,"('niño', 'perdió')","En Hebrón, ayer perdió la vida un niño de 10 años que el domingo había resultado gravemente herido en un intercambio de fuego en esta zona."
1372,"('clamó', '')","Asimismo, durante el sepelio multitudinario de un líder de la ultraderecha israelí, Binyamin Zeev Cahana, y de su esposa se clamó a la venganza."
1375,"('joven', 'murió')","En Jizme, al norte de Jerusalén, ayer murió un joven de 22 años abatido por los disparos de colonos judíos que penetraron en esta localidad."
1381,"('Rivaldo', 'figuran')",Entre el grupo de jugadores que deberán resolver este ingrato compromiso (los octavos de final ya se disputarán a doble partido) no figuran ni Rivaldo ni Overmars ni De la Peña.
1383,"('explicó', '')","""Les he dado descanso porque hay que dosificar a la plantilla ya que nos espera un mes de Febrero muy apretado"", explicó."
1388,"('comunicado', '')","En su afán por esconder sus planes, ni siquiera ha comunicado la decisión a los jugadores."
1390,"('dijo', '')","""Hay que tomar precauciones"", dijo."
1395,"('Conozco', '')","Conozco al entrenador, Alvaro, y le gusta el buen fútbol."
1396,"('aseguró', '')","El nivel del equipo es muy alto, juegan muy ordenados y son muy competitivos "", aseguró, advirtiendo que es un rival superior al Gandia."
1409,"('ventas', 'incrementaron')","También se incrementaron las ventas de minidisc, que superaron ampliamente al mercado de videos musicales."
1429,"('violín', 'destaca')","De la amplia gama de instrumentos que se pueden observar en la colección, destaca un violín llamado Ex Von Szerdahely VieuxTemps, de 1736."
1432,"('Yehudi', 'suspiró')","Por él suspiró Yehudi Menuhin, que elogió su sonoridad."
1437,"('Claude', 'dijo')","Los violines no se pueden copiar, son únicos "", dijo Claude Lebet, uno de los luthiers más reconocido."
1440,"('Claude', 'apuntó')","El resto de las familias optó por una vía más instintiva "", apuntó Claude Lebet."
1444,"('información', 'solicitar')","Además de la vía telefónica, también se puede solicitar la información tributaria personalizada por Internet, a través del dominio www.aeat.es, aunque en estos casos es necesario que la persona que pide sus datos disponga de un certificado de autentificación de la Fábrica Nacional de Moneda y Timbre."
1450,"('incluir', '')","En este caso, deberá incluirlas en el sobre de su declaración de la Renta para que se tengan en cuenta en el proceso de revisión."
1452,"('Llegará', '')",Llegará con Guns n'Roses al Sant Jordi el 20 de junio.
1462,"('políticos', 'intervienen')","En el programa intervienen políticos, historiadores, profesores universitarios y víctimas del terrorismo."
1467,"('canción', 'faltará')","Entre ellas, no faltará la canción Forever Love, de los X-Japan, grupo del que el ministro es fan declarado hasta el punto de que sonó con fuerza en todos sus actos de campaña electoral."
1468,"('Elvis', 'faltará')","En el compacto, que todavía no tiene fecha de salida al mercado, no faltará tampoco ni Elvis ni el italiano Arturo Paganini."
1473,"('añadió', '')",A su falta de dominio del ritmo parlamentario - - el miércoles perdió un debate cuerpo a cuerpo con Pujol simplemente porque no calculó el tiempo que tenía para intervenir - - añadió luego otra dosis de desconcierto a su estrategia de oposición al pronunciarse a favor del adelanto electoral en Catalunya.
1474,"('hizo', '')","Lo hizo a remolque del presidente de Iniciativa, Joan Saura, y después de llevar meses amagando con la presentación de una moción de censura que nunca llega."
1475,"('Da', '')",Da la sensación de que Maragall fía demasiadas cartas a su evidente brillantez.
1476,"('hace', '')","Pero lo hace desde la improvisación y sin asumir el sofisticado papel de cabeza visible de la oposición, entre cuyas obligaciones está transmitir con claridad sus ideas alternativas para derrotar a CiU cuando toquen elecciones, que de momento es en el otoño del 2003."
1477,"('vivimos', '')","Hace unos años, con la recuperación de la democracia y las libertades, vivimos con regocijo libertador el momento en que nuestras compañeras, las mujeres, se libraron de uno de los tabúes de su sexo, y empezaron a exhibir, gozosas, en playas y piscinas, sus senos secularmente escondidos."
1482,"('Será', '')",¿Será que el tabú del seno materno es demasiado fuerte para destruirlo?.
1491,"('SUPREMO', 'DICE')",LO QUE DICE EL SUPREMO.
1499,"('jugador', 'elogia')","Su labor la elogia incluso un jugador díscolo como pocos, Clarence Seedorf, que ha recobrado su mejor nivel: ""Ganemos o perdamos, ahora tenemos un equipo con espíritu, con la mentalidad justa""."
1506,"('Kallon', 'forman')","La forman Kallon, jugador de Sierra Leona, y Ventola, un delantero forjado en la cantera del Inter que ha recuperado este año del Atalanta."
1516,"('tendremos', '')","Si a eso añadimos las imágenes intercaladas de unos niños, a uno de los cuales le falta un ojo, acosando con sus perros a una vaca que está inmovilizada en la ciénaga ponzoñosa, y la contemplación que de la decadente escena del fin de fiesta junto a la piscina hacen otras niñas, hijas de los anfitriones del festejo etílico, tendremos la medida justa de lo que intenta y provoca Lucrecia Martel con su debut: crear una sensación permanente de malestar, de enfermizo y a la vez realista agobio cotidiano, a través de la cual se cuelan los retazos dramáticos de la existencia de dos familias emparentadas."
1522,"('decidieron', '')",Ayer decidieron suspender la protesta porque el ayuntamiento ha empezado a adecentar el barrio.
1525,"('Es', '')",Es como si quisiera ocultar aquello que cada noche atrae a propios y extraños como un emblema más de la urbe de las mil caras.
1526,"('era', '')","Hasta el viernes pasado, ir al Bagdad era ir a ver un espectáculo porno con el regusto de lo prohibido."
1529,"('topa', '')","Cuando el espectador desciende por las escaleras de la sala pionera del sexo en vivo (abrió en 1976), se topa con ella."
1530,"('Francisco', 'explica')","""La primera vez que bajé y vi la pared pensé que la habían hecho los dueños para que la sala pareciera una cueva de vicio y perversión"", explica Francisco S., de 30 años."
1532,"('añade', '')","""La gente que viene niega haber estado aquí, pero ahora, con la muralla, tendrán excusa para reconocerlo"", añade con mirada cómplice a David."
1534,"('descanso', 'Llega')","Llega un descanso, pero vacila antes de responder: ""Me ha extrañado mucho lo de la muralla, pero por eso he venido"" ."
1535,"('estuve', '')",""" Hacía muchos años que estuve y no lo sabía""."
1537,"('Actúan', '')","Actúan desde hace cinco años en el Bagdad y, ahora, se sienten más orgullosos de la pared que tienen delante cuando copulan en escena."
1539,"('Claudia', 'dice')","Y es que cuando toco la pared noto que tiene historia, que tiene sentimiento "", dice Claudia, segura de saber siempre lo que toca."
1541,"('Desea', '')",Desea poner una placa y ofrecer un poco de historia entre jadeo y vaivén.
1542,"('cuenta', '')","""Si nos catalogan, podremos hacer un número especial en el espectáculo"", cuenta."
1545,"('Pensaba', '')","""Pensaba que era romana, pero siempre he sabido que tenía mucha historia."
1547,"('técnico', 'añade')","Que si el número del enano, que si la que lo hace con 10 y ahora esto "", añade el técnico, un fotógrafo que lleva la mitad de su vida bañando de luz y sonido miles de espectáculos porno desde su pétreo e histórico agujero."
1548,"('arma', '')","Siempre que el Bagdad hace algo, se arma."
1551,"('preacuerdo', 'firmó')","El pasado jueves se firmó en Londres un preacuerdo privado entre los actuales dueños, el grupo japonés Sogo, y el Deutsche Bank."
1558,"('fondo', 'figuraba')","Entre los aspirantes figuraba el fondo participado por Prudential y Goldman Sachs - - Strategic Hotel Capital (SHC) - -, aliado con un consorcio español integrado por el propietario de Inditex, Amancio Ortega, la empresaria Alicia Koplowitz y el grupo inversor catalán Metrópolis (en el que participa la familia Lara, propietaria del grupo editorial Planeta)."
1559,"('Ofrecieron', '')","Ofrecieron 36.000 millones de pesetas (216,3 millones de euros)."
1569,"('ve', '')",Cuando Sam (Sean Astin) y Frodo están en el campo con el espantapájaros se ve al fondo pasar un coche de derecha a izquierda.
1575,"('estar', '')",Teniendo en cuenta su escasa estatura y el tamaño de los habitantes de la localidad debería estar por encima de su cabeza.
1578,"('dejado', '')","En la siguiente toma, cuando ya las han dejado atrás, una estatua tiene levantado el brazo izquierdo y la otra, el derecho."
1580,"('periodo', 'Existe')",Existe un periodo de coexistencia de monedas en el que las pesetas pueden cambiarse en los bancos o gastarse en las tiendas.
1581,"('pesetas', 'cambiar')","Pasado este periodo de doble circulación, que acaba el 28 de febrero, se podrán cambiar pesetas por euros en cualquier banco hasta el 30 de junio."
1591,"('esgrimió', '')","Para demostrarlo, esgrimió una papeleta recibida por un ayuntamiento socio de la entidad en la que se pide el apoyo para Porta."
1594,"('Apuntó', '')","Apuntó que asume las críticas de la oposición ""deportivamente"" y agregó: ""No sé qué gran pecado he hecho para merecer todo esto y puede ser que me decapite yo mismo; así, trabajo hecho""."
1601,"('hay', '')","Junto al elevado índice de delincuencia de los inmigrantes sumergidos en las bolsas de marginalidad, hay al menos otras dos causas que explican este dato: primero, que a muchos extranjeros (44.139 el año pasado) se les detiene sólo por estar en situación irregular; y segundo, que la fiscalía pide sistemáticamente el ingreso en prisión preventiva de los inmigrantes sin papeles."
1607,"('bailaron', '')","Y luego, claro, bailaron locos de alegría por la gesta conseguida cuando el torneo abría sus puertas."
1608,"('suena', '')",Así como suena.
1611,"('encontrado', '')","Si la FIFA, convaleciente de una cruenta batalla interna, salpicada por la plaga de la corrupción, hubiera buscado un escenario mejor no lo habría encontrado."
1614,"('pujanza', 'surgió')","Cuando todas las televisiones estaban conectadas con el inexplorado y desconocido mercado asiático, surgió la imparable pujanza de Senegal que encarna el crecimiento de África, un continente que se resiste a vivir eternamente en la pobreza."
1616,"('asoma', '')","Paso a paso, se asoma orgulloso a la élite, sin preguntar por quién tiene delante."
1617,"('Roger', 'dijo')","""Ha jugado de forma extraordinaria, sensacional. Ha sido un gran Senegal"", dijo ayer un rendido y entregado Roger Lemerre, el técnico francés."
1618,"('técnico', 'añadió')","""Claro que nos ha complicado el futuro porque era capital empezar con tres puntos"", añadió el técnico, que se mostró ""tremendamente desolado""."
1621,"('Pensó', '')","Pensó que hay vida sin Zidane, pero Senegal se encargó de demostrarle que no es así."
1622,"('alzó', '')","Además, alzó la voz en el momento justo para recordar que el fútbol también ha llegado a África."
1623,"('Tuvo', '')","Tuvo que ser, curiosamente, en Seúl, la ciudad donde en 1988 lograra este país, de apenas nueve millones de habitantes, su primera medalla olímpica."
1624,"('Tuvo', '')",Tuvo que ser en Seúl teniendo por testigos directos a 62.561 espectadores y millones y millones de personas esparcidas por el planeta.
1627,"('Tiene', '')",Tiene un inagotable talento humano y no existe mayor tesoro.
1628,"('Bruno', 'proclamó')","""Este partido lo habíamos soñado, lo habíamos pensado y lo hemos conseguido. Es un gran premio para nuestro país y para los jugadores"", proclamó un emocionado Bruno Metsu, un anónimo técnico francés que ha ganado a Francia."
1630,"('sabe', '')",Y sabe lo que quiere: jugar de forma sencilla.
1631,"('Metsu', 'añadió')","""Estamos muy contentos de haber logrado esta increíble hazaña"", añadió Metsu, sin comprender aún la dimensión de esa victoria."
1633,"('dijo', '')","""Es mentira"", dijo, en respuesta al vicepresidente Mariano Rajoy, quien sugirió que la inactividad de la organización terrorista se explica por un pacto entre la banda y los nacionalistas."
1635,"('Da', '')","Da la impresión de que desean que ETA actúe""."
1637,"('quejó', '')","""No hay derecho"", se quejó, en alusión a la ""identificación"" que hacen los populares entre el PNV y ETA."
1638,"('atacan', '')","""Nos atacan porque se lo pide el cuerpo, porque quieren ganar votos del Ebro para abajo y para tapar sus miserias""."
1641,"('líder', 'negó')","Tres veces negó el líder peneuvista que su partido se vaya a ""tirar al monte"" en septiembre, cuando concluya el ultimátum que el lehendakari, Juan José Ibarretxe, dio a José María Aznar para traspasar las competencias pendientes a Euskadi."
1642,"('echaremos', '')","""No nos echaremos al monte, pero tampoco nos vamos a quedar como lelos."
1643,"('dijo', '')","La ley da para mucho y la voluntad del pueblo también "", dijo."
1645,"('dijo', '')","""Hemos hecho un acuerdo porque creemos que es justo y es nuestro camino"", dijo."
1648,"('Arzalluz', 'dijo')","""En el PNV tenemos derecho a pensar de él lo que nos parece si realmente es un nostálgico del franquismo"", dijo Arzalluz, que también criticó al director del Euskobarómetro, Francisco Llera, que anunció su marcha de Euskadi: ""se va con el chollo que le han dado (una cátedra en Nueva York), como si se le hubiéramos echado""."
1651,"('Citó', '')",Citó un texto del presidente en el diario Nueva Rioja del 9 de marzo de 1979.
1653,"('aprueba', '')",""" El de Guernica aprueba por unanimidad retirar la medalla de la villa así como todos los honores concedidos al anterior jefe del Estado que, aunque moleste a muchos, gobernó 40 años y se llamaba Francisco Franco""."
